2026-04-13	2604.08510
2026-04-13	2604.08516
2026-04-13	2604.08519
2026-04-13	2604.08524
2026-04-13	2604.08526
2026-04-13	2604.08536
2026-04-13	2604.08538
2026-04-13	2604.08539
2026-04-13	2604.08540
2026-04-13	2604.08541
2026-04-13	2604.08543
2026-04-13	2604.08544
2026-04-13	2604.08545
2026-04-13	2604.08546
2026-04-13	2604.08547
2026-04-13	2604.08548
2026-04-14	2604.09057
2026-04-14	2604.09076
2026-04-14	2604.09107
2026-04-14	2604.09114
2026-04-14	2604.09130
2026-04-14	2604.09155
2026-04-14	2604.09168
2026-04-14	2604.09173
2026-04-14	2604.09174
2026-04-14	2604.09181
2026-04-14	2604.09195
2026-04-14	2604.09200
2026-04-14	2604.09201
2026-04-14	2604.09213
2026-04-14	2604.09222
2026-04-14	2604.09227
2026-04-14	2604.09237
2026-04-14	2604.09249
2026-04-14	2604.09265
2026-04-14	2604.09276
2026-04-14	2604.09280
2026-04-14	2604.09309
2026-04-14	2604.09330
2026-04-14	2604.09364
2026-04-14	2604.09386
2026-04-14	2604.09405
2026-04-14	2604.09408
2026-04-14	2604.09415
2026-04-14	2604.09419
2026-04-14	2604.09426
2026-04-14	2604.09429
2026-04-14	2604.09434
2026-04-14	2604.09436
2026-04-14	2604.09445
2026-04-14	2604.09450
2026-04-14	2604.09459
2026-04-14	2604.09470
2026-04-14	2604.09473
2026-04-14	2604.09474
2026-04-14	2604.09480
2026-04-14	2604.09482
2026-04-14	2604.09489
2026-04-14	2604.09492
2026-04-14	2604.09494
2026-04-14	2604.09497
2026-04-14	2604.09511
2026-04-14	2604.09514
2026-04-14	2604.09517
2026-04-14	2604.09521
2026-04-14	2604.09523
2026-04-14	2604.09527
2026-04-14	2604.09529
2026-04-14	2604.09537
2026-04-14	2604.09541
2026-04-14	2604.09543
2026-04-14	2604.09544
2026-04-14	2604.09547
2026-04-15	2604.12481
2026-04-15	2604.12525
2026-04-15	2604.12551
2026-04-15	2604.12559
2026-04-15	2604.12565
2026-04-15	2604.12575
2026-04-15	2604.12599
2026-04-15	2604.12610
2026-04-15	2604.12616
2026-04-15	2604.12617
2026-04-15	2604.12630
2026-04-15	2604.12652
2026-04-15	2604.12666
2026-04-15	2604.12668
2026-04-15	2604.12673
2026-04-15	2604.12700
2026-04-15	2604.12715
2026-04-15	2604.12748
2026-04-15	2604.12762
2026-04-15	2604.12766
2026-04-15	2604.12768
2026-04-15	2604.12770
2026-04-15	2604.12803
2026-04-15	2604.12827
2026-04-15	2604.12856
2026-04-15	2604.12865
2026-04-15	2604.12887
2026-04-15	2604.12890
2026-04-15	2604.12896
2026-04-15	2604.12898
2026-04-15	2604.12902
2026-04-15	2604.12904
2026-04-15	2604.12911
2026-04-15	2604.12919
2026-04-15	2604.12923
2026-04-15	2604.12928
2026-04-15	2604.12933
2026-04-15	2604.12941
2026-04-15	2604.12946
2026-04-15	2604.12948
2026-04-15	2604.12951
2026-04-15	2604.12952
2026-04-15	2604.12965
2026-04-15	2604.12967
2026-04-15	2604.12969
2026-04-15	2604.12973
2026-04-15	2604.13006
2026-04-15	2604.13010
2026-04-15	2604.13016
2026-04-15	2604.13018
2026-04-15	2604.13023
2026-04-15	2604.13024
2026-04-15	2604.13028
2026-04-15	2604.13030
2026-04-15	2604.13034
2026-04-15	2604.13036
2026-04-16	2604.12461
2026-04-16	2604.12474
2026-04-16	2604.12477
2026-04-16	2604.12491
2026-04-16	2604.12497
2026-04-16	2604.12498
2026-04-16	2604.12503
2026-04-16	2604.12506
2026-04-16	2604.12508
2026-04-16	2604.12509
2026-04-16	2604.12537
2026-04-16	2604.12573
2026-04-16	2604.12582
2026-04-16	2604.12596
2026-04-16	2604.12626
2026-04-16	2604.12632
2026-04-16	2604.12633
2026-04-16	2604.12647
2026-04-16	2604.12648
2026-04-16	2604.12650
2026-04-16	2604.12659
2026-04-16	2604.12663
2026-04-16	2604.12683
2026-04-16	2604.12709
2026-04-16	2604.12717
2026-04-16	2604.12725
2026-04-16	2604.12735
2026-04-16	2604.12737
2026-04-16	2604.12767
2026-04-16	2604.12772
2026-04-16	2604.12776
2026-04-16	2604.12778
2026-04-16	2604.12781
2026-04-16	2604.12782
2026-04-16	2604.12798
2026-04-17	2604.14790
2026-04-17	2604.14799
2026-04-17	2604.14806
2026-04-17	2604.14825
2026-04-17	2604.14833
2026-04-17	2604.14843
2026-04-17	2604.14853
2026-04-17	2604.14866
2026-04-17	2604.14878
2026-04-17	2604.14888
2026-04-17	2604.14895
2026-04-17	2604.14910
2026-04-17	2604.14934
2026-04-17	2604.14951
2026-04-17	2604.14953
2026-04-17	2604.14967
2026-04-17	2604.14989
2026-04-17	2604.15001
2026-04-17	2604.15003
2026-04-17	2604.15033
2026-04-17	2604.15039
2026-04-17	2604.15047
2026-04-17	2604.15082
2026-04-17	2604.15086
2026-04-17	2604.15088
2026-04-17	2604.15093
2026-04-17	2604.15096
2026-04-17	2604.15101
2026-04-17	2604.15115
2026-04-17	2604.15127
2026-04-17	2604.15128
2026-04-17	2604.15134
2026-04-17	2604.15145
2026-04-17	2604.15149
2026-04-17	2604.15167
2026-04-17	2604.15171
2026-04-17	2604.15180
2026-04-17	2604.15186
2026-04-17	2604.15188
2026-04-17	2604.15203
2026-04-17	2604.15210
2026-04-17	2604.15214
2026-04-17	2604.15224
2026-04-17	2604.15231
2026-04-17	2604.15238
2026-04-17	2604.15239
2026-04-17	2604.15259
2026-04-17	2604.15267
2026-04-17	2604.15299
2026-04-17	2604.15310
2026-04-17	2604.15311
2026-04-18	2604.14779
2026-04-18	2604.14785
2026-04-18	2604.14786
2026-04-18	2604.14787
2026-04-18	2604.14829
2026-04-18	2604.14839
2026-04-18	2604.14865
2026-04-18	2604.14877
2026-04-18	2604.14886
2026-04-18	2604.14892
2026-04-18	2604.14920
2026-04-18	2604.14927
2026-04-18	2604.14932
2026-04-18	2604.14941
2026-04-18	2604.14944
2026-04-18	2604.14969
2026-04-18	2604.14970
2026-04-18	2604.14972
2026-04-18	2604.14980
2026-04-18	2604.14993
2026-04-18	2604.15009
2026-04-18	2604.15027
2026-04-18	2604.15069
2026-04-18	2604.15075
2026-04-18	2604.15124
2026-04-18	2604.15140
2026-04-18	2604.15166
2026-04-18	2604.15190
2026-04-18	2604.15237
2026-04-18	2604.15244
2026-04-18	2604.15269
2026-04-18	2604.15271
2026-04-18	2604.15272
2026-04-18	2604.15279
2026-04-18	2604.15280
2026-04-18	2604.15281
2026-04-18	2604.15301
2026-04-19	2604.14773
2026-04-19	2604.14782
2026-04-19	2604.14800
2026-04-19	2604.14808
2026-04-19	2604.14847
2026-04-19	2604.14856
2026-04-19	2604.14907
2026-04-19	2604.14987
2026-04-19	2604.14991
2026-04-19	2604.15010
2026-04-19	2604.15016
2026-04-19	2604.15063
2026-04-19	2604.15090
2026-04-19	2604.15173
2026-04-19	2604.15181
2026-04-19	2604.15201
2026-04-19	2604.15222
2026-04-19	2604.15233
2026-04-19	2604.15236
2026-04-19	2604.15284
2026-04-19	2604.15294
2026-04-19	2604.15302
2026-04-19	2604.15306
2026-04-19	2604.15308
2026-04-19	2604.15309
2026-04-19	2604.15312
2026-04-20	2604.14788
2026-04-20	2604.14838
2026-04-20	2604.14860
2026-04-20	2604.14879
2026-04-20	2604.14889
2026-04-20	2604.14898
2026-04-20	2604.14914
2026-04-20	2604.14922
2026-04-20	2604.14928
2026-04-20	2604.14956
2026-04-20	2604.14973
2026-04-20	2604.15022
2026-04-20	2604.15034
2026-04-20	2604.15037
2026-04-20	2604.15059
2026-04-20	2604.15065
2026-04-20	2604.15078
2026-04-20	2604.15097
2026-04-20	2604.15107
2026-04-20	2604.15109
